Code,degree_centrality,closeness_centrality,betweenness_centrality,eigenvector_centrality
300051.SZ,0.005641748942172,0.1590756113978012,0.0735698405488752,0.0028043939744968
300313.SZ,0.001410437235543,0.1219260533104041,0.0,6.765795147274081e-05
300370.SZ,0.001410437235543,0.1074405212911047,0.0,1.6193292019579415e-05
300071.SZ,0.001410437235543,0.108825786646201,0.0,9.664701995061728e-06
300530.SZ,0.001410437235543,0.1682886304296226,0.0,0.0127826510000412
300029.SZ,0.001410437235543,0.1144840949459066,0.0,9.38654618059609e-06
300446.SZ,0.001410437235543,0.1459748816141651,0.0,0.0022018059042785
300044.SZ,0.004231311706629,0.1456749537702897,0.0112476393105591,0.0021116743683856
300269.SZ,0.002820874471086,0.1686890316440637,0.002820874471086,0.0138314079273447
300278.SZ,0.002820874471086,0.114855013769642,0.002820874471086,9.904396446543497e-06
300352.SZ,0.002820874471086,0.1350219005903637,0.002820874471086,0.000692668436819
300115.SZ,0.007052186177715,0.1527687998276233,0.0140605452096929,0.0048170212840791
300452.SZ,0.002820874471086,0.1687693406331825,0.002820874471086,0.0138368387815685
300437.SZ,0.001410437235543,0.128651787334422,0.0,5.994965522141028e-05
300529.SZ,0.001410437235543,0.1464573435240652,0.0,0.0027318344899986
300672.SZ,0.001410437235543,0.1316131427510674,0.0,0.0003455243741653
300122.SZ,0.002820874471086,0.1133130893399392,0.002820874471086,4.0413368979523165e-05
300582.SZ,0.001410437235543,0.1684485626039439,0.0,0.0132938847191875
300187.SZ,0.002820874471086,0.1472481827622014,0.002820874471086,0.0004108035148191
300287.SZ,0.001410437235543,0.1459748816141651,0.0,0.0022018059042785
300689.SZ,0.001410437235543,0.114115564139707,0.0,8.728767794364577e-06
300480.SZ,0.001410437235543,0.1076035817271209,0.0,1.6862194233386908e-05
300242.SZ,0.004231311706629,0.1793574500379458,0.0056377646561959,0.0323536953042724
300503.SZ,0.002820874471086,0.1361105778460357,0.002820874471086,0.000392102296792
300290.SZ,0.001410437235543,0.0955139431496699,0.0,2.0176474448127337e-06
300505.SZ,0.001410437235543,0.2021670943826632,0.0,0.0913046061821047
300661.SZ,0.001410437235543,0.1453166632506661,0.0,0.0021100187795333
300528.SZ,0.002820874471086,0.1686087990487514,0.002820874471086,0.013554713291226
300429.SZ,0.001410437235543,0.1165926656799868,0.0,5.034107977760007e-05
300583.SZ,0.001410437235543,0.1616138591292455,0.0,0.0031088112545583
300603.SZ,0.002820874471086,0.1685286427382933,0.002820874471086,0.0132888715960723
300394.SZ,0.002820874471086,0.1279552427359682,0.002820874471086,0.0002886012901804
300391.SZ,0.001410437235543,0.1269926562779867,0.0,0.0003083997869483
300095.SZ,0.001410437235543,0.1684485626039439,0.0,0.0132938847191875
300618.SZ,0.001410437235543,0.1451976244112226,0.0,0.0020288769124723
300565.SZ,0.001410437235543,0.08275942570328,0.0,2.3895268359119655e-08
300074.SZ,0.001410437235543,0.1699017493410017,0.0,0.0141987038485236
300324.SZ,0.004231311706629,0.1793574500379458,0.0056377646561959,0.0323536953042724
300456.SZ,0.002820874471086,0.10318730897977,0.0112356864526308,1.3677411943990876e-06
300163.SZ,0.002820874471086,0.128558476881233,0.002820874471086,6.006902354758125e-05
300245.SZ,0.004231311706629,0.1559955995599559,0.0140485923517646,0.0049463796405413
300676.SZ,0.004231311706629,0.1715460924268086,0.0056377646561959,0.019890460836474
300585.SZ,0.001410437235543,0.139320102181175,0.0,0.0004526567876189
300132.SZ,0.002820874471086,0.0735553480651519,0.002820874471086,5.005047362370923e-10
300110.SZ,0.004231311706629,0.1406466970839119,0.0056377646561959,0.0006065205686736
300409.SZ,0.002820874471086,0.1698203592814371,0.002820874471086,0.0147721057524753
300250.SZ,0.001410437235543,0.2021670943826632,0.0,0.0913046061821047
300674.SZ,0.002820874471086,0.15237481194928,0.002820874471086,0.0046241029080852
300088.SZ,0.001410437235543,0.1325481398392222,0.0,0.00066181351279
300127.SZ,0.002820874471086,0.0984312092183812,0.002820874471086,1.4680469645400026e-06
300296.SZ,0.007052186177715,0.2043816661862208,0.0525806220267265,0.0989203127423744
300622.SZ,0.002820874471086,0.1270381652033685,0.002820874471086,0.0002716099734862
300284.SZ,0.001410437235543,0.1451381780962129,0.0,0.0021148537540046
300174.SZ,0.001410437235543,0.1521785790942262,0.0,0.0044460796914605
300079.SZ,0.004231311706629,0.1461554318697175,0.0084466862693536,0.0022889999446362
300750.SZ,0.002820874471086,0.1137859091638581,0.002820874471086,5.574162365929961e-05
300483.SZ,0.001410437235543,0.1030373492224967,0.0,1.360507923958352e-06
300165.SZ,0.001410437235543,0.1470649242895664,0.0,0.0004043501243395
300188.SZ,0.002820874471086,0.1146321746160064,0.002820874471086,9.90018338558843e-06
300710.SZ,0.001410437235543,0.1085591792987291,0.0,8.023555509477237e-06
