Code,degree_centrality,closeness_centrality,betweenness_centrality,eigenvector_centrality
300008.SZ,0.0034602076124567,0.072789858114348,0.0776588858610962,1.3259817786467901e-07
300632.SZ,0.0011534025374855,0.0999193269563213,0.0,0.0003005078939654
300192.SZ,0.0034602076124567,0.1097885272888438,0.0069097602361145,0.0036122943148207
300335.SZ,0.0046136101499423,0.0857481950351102,0.0631228173921382,4.916708289339111e-06
300142.SZ,0.0023068050749711,0.0568785672111789,0.006904432741715,3.5019005154557004e-09
300507.SZ,0.0011534025374855,0.0804939188561879,0.0,4.942699552401575e-06
300609.SZ,0.0034602076124567,0.1400872515753756,0.0160623956144066,0.1154842765518994
300881.SZ,0.0011534025374855,0.0742612419700214,0.0,2.098895944645675e-07
300189.SZ,0.0046136101499423,0.1245510702485275,0.0431393858997205,0.0218273179625482
300087.SZ,0.0011534025374855,0.1107704101188194,0.0,0.0035484945648071
300622.SZ,0.0011534025374855,0.0883341823739174,0.0,1.929878015739241e-05
300012.SZ,0.0011534025374855,0.0678881841672539,0.0,3.076779722978141e-08
300236.SZ,0.0069204152249134,0.1018203170874926,0.0805676978032076,0.0003836502748744
300478.SZ,0.0011534025374855,0.1167362326646021,0.0,0.0035456840996599
300877.SZ,0.0023068050749711,0.0695994220117203,0.0046082826555428,1.9265602160627887e-07
300767.SZ,0.0011534025374855,0.0511957484499557,0.0,6.325277475714266e-10
300360.SZ,0.0023068050749711,0.1043698085951607,0.0023068050749711,0.0009436368937467
300119.SZ,0.0011534025374855,0.0661276790481275,0.0,1.70937134928648e-08
300409.SZ,0.0034602076124567,0.0735805821946872,0.009203246575087,3.173274343021132e-07
300471.SZ,0.0011534025374855,0.068294604174872,0.0,2.5091166727379594e-08
300850.SZ,0.0011534025374855,0.0917363241984975,0.0,5.525137262086605e-05
