Code,degree_centrality,closeness_centrality,betweenness_centrality,eigenvector_centrality
300108.SZ,0.0023068050749711,0.0823127314155511,0.0023068050749711,3.6347817884198657e-06
300220.SZ,0.0011534025374855,0.1116836274636094,0.0,0.0045481319149323
300209.SZ,0.0011534025374855,0.1001039140976792,0.0,0.0006281744997372
300268.SZ,0.0011534025374855,0.0907948476280238,0.0,0.0001018483730125
300010.SZ,0.0011534025374855,0.0989387196165696,0.0,0.000587212647749
300159.SZ,0.0011534025374855,0.0602543609701855,0.0,4.343837895475638e-09
300370.SZ,0.0046136101499423,0.1001501674945131,0.013790219253032,0.0007052053197312
300256.SZ,0.0011534025374855,0.0924208506555804,0.0,9.322907937714509e-05
300859.SZ,0.0011534025374855,0.0909472359173397,0.0,0.0001081601310641
300301.SZ,0.0011534025374855,0.1176231176231176,0.0,0.006765127150212
300167.SZ,0.0023068050749711,0.1398161586840832,0.0023068050749711,0.1120843137688596
300338.SZ,0.0023068050749711,0.0989613057870106,0.0023068050749711,0.0006031511638318
300427.SZ,0.0034602076124567,0.0947230416256964,0.0069097602361145,0.0001770162789246
300029.SZ,0.0011534025374855,0.0834697217675941,0.0,1.914044288247281e-05
300313.SZ,0.0023068050749711,0.1000346140533056,0.0023068050749711,0.000665337229308
300555.SZ,0.0023068050749711,0.1398161586840832,0.0023068050749711,0.1120843137688596
300182.SZ,0.0011534025374855,0.0865355823934524,0.0,2.8798413505614885e-05
300079.SZ,0.0011534025374855,0.0990970396616756,0.0,0.0006066164216959
300115.SZ,0.0023068050749711,0.0784260515603799,0.0046082826555428,2.1256461710918373e-06
300354.SZ,0.0011534025374855,0.1052567682408644,0.0,0.0009632937370438
300584.SZ,0.0011534025374855,0.10523121738075,0.0,0.000633001584993
300047.SZ,0.0034602076124567,0.1398612679464429,0.0046109464027425,0.1152118280525997
300307.SZ,0.0011534025374855,0.0836307514227838,0.0,1.914529045889933e-05
300893.SZ,0.0011534025374855,0.0638579951388377,0.0,2.1070354842823405e-08
300906.SZ,0.0011534025374855,0.0613024110867567,0.0,2.6025056383352813e-08
300679.SZ,0.0011534025374855,0.0511957484499557,0.0,6.325277475714266e-10
300568.SZ,0.0011534025374855,0.0854608181370133,0.0,8.983080066133823e-06
300110.SZ,0.0034602076124567,0.1052823315118397,0.0046109464027425,0.0006683234119697
300708.SZ,0.0011534025374855,0.1090977727444318,0.0,0.0015379948415242
300903.SZ,0.0069204152249134,0.0696329612079351,0.0115073879028584,2.792259647619517e-07
300462.SZ,0.0011534025374855,0.1228567379906475,0.0,0.0193128662769783
300682.SZ,0.0011534025374855,0.0914460499947262,0.0,0.0001345024666077
300483.SZ,0.0023068050749711,0.0732696695681568,0.0023068050749711,1.475206459410857e-07
300475.SZ,0.0011534025374855,0.1052823315118397,0.0,0.0011303411127877
300628.SZ,0.0011534025374855,0.0568338249754179,0.0,3.040038847818801e-09
300286.SZ,0.0011534025374855,0.0945165158617682,0.0,0.0001534594899071
300436.SZ,0.0011534025374855,0.0883341823739174,0.0,1.929878015739241e-05
300153.SZ,0.0011534025374855,0.0570207168694508,0.0,2.616682788502739e-10
300611.SZ,0.008073817762399,0.1045207956600361,0.0160890330864039,0.0010930043686952
300565.SZ,0.0023068050749711,0.1043698085951607,0.0023068050749711,0.0009436368937467
300489.SZ,0.0011534025374855,0.1034235953715853,0.0,0.0007421145743784
300537.SZ,0.0011534025374855,0.1109688979905286,0.0,0.0017949605805813
300542.SZ,0.0011534025374855,0.1227176220806794,0.0,0.0187292927568239
300681.SZ,0.0011534025374855,0.1017964071856287,0.0,0.0006089385259098
300499.SZ,0.0034602076124567,0.1043949428055388,0.0046109464027425,0.0009699945337243
300206.SZ,0.0023068050749711,0.0831814256931785,0.0023068050749711,4.1230258661166125e-06
300358.SZ,0.0034602076124567,0.0538342129773362,0.0046109464027425,1.3289455110649743e-09
300094.SZ,0.0023068050749711,0.0998502821605435,0.0023068050749711,0.0006265079409397
300402.SZ,0.0011534025374855,0.0937601384232724,0.0,0.0001239272587715
300759.SZ,0.0034602076124567,0.0568785672111789,0.0069097602361145,3.920207002027799e-09
300024.SZ,0.0011534025374855,0.1176231176231176,0.0,0.006765127150212
300278.SZ,0.0057670126874279,0.1111111111111111,0.0274445873988774,0.0039847577599361
300399.SZ,0.0046136101499423,0.1406782411163394,0.0453609510643001,0.119129415487812
300188.SZ,0.0034602076124567,0.1257068290561113,0.0046109464027425,0.0279766107070605
300643.SZ,0.0011534025374855,0.0946403231088309,0.0,0.0001777774768777
300397.SZ,0.0034602076124567,0.0682086381873967,0.0736845750390905,2.774319939847137e-08
300572.SZ,0.0011534025374855,0.1173365814047909,0.0,0.0055819475122443
300184.SZ,0.0011534025374855,0.1256339660918707,0.0,0.0264979510649656
300280.SZ,0.0011534025374855,0.0836791815461828,0.0,2.0292720841493085e-05
300137.SZ,0.0034602076124567,0.0926183100096143,0.0069097602361145,2.509950465912893e-05
300766.SZ,0.0034602076124567,0.1239456754824874,0.0046109464027425,0.0211292343873055
300538.SZ,0.0011534025374855,0.1109688979905286,0.0,0.0017949605805813
300345.SZ,0.0011534025374855,0.1397710785103982,0.0,0.1091221017153735
300535.SZ,0.0126874279123414,0.1164852881902458,0.1243969942276598,0.0056501630076382
300231.SZ,0.0057670126874279,0.1258528088256641,0.0137928830002317,0.0296544777042652
300869.SZ,0.0011534025374855,0.0774729693503708,0.0,7.616863188702344e-07
300291.SZ,0.0034602076124567,0.1104036673882592,0.0183239169869822,0.0037426170419258
300218.SZ,0.0011534025374855,0.085799109351806,0.0,1.948919289762364e-05
300285.SZ,0.0034602076124567,0.0602543609701855,0.0046109464027425,1.0163099316752312e-08
300539.SZ,0.0057670126874279,0.1047227926078028,0.0342477977470026,0.0010318366402577
300355.SZ,0.0011534025374855,0.0995064845632962,0.0,0.0001092063028113
300482.SZ,0.0011534025374855,0.0768004251926654,0.0,6.717618125138357e-07
300451.SZ,0.0011534025374855,0.0786679974593957,0.0,4.254575239839196e-06
300693.SZ,0.0023068050749711,0.0788253477588871,0.0023068050749711,1.6476905622662783e-06
300173.SZ,0.0046136101499423,0.0867607325127589,0.0092085740694865,3.056683720877493e-05
