Code,degree_centrality,closeness_centrality,betweenness_centrality,eigenvector_centrality
300108.SZ,0.0011534025374855,0.1026521430262846,0.0,0.0004727110912283
300163.SZ,0.0034602076124567,0.1199170124481327,0.0046109464027425,0.0038476971751956
300020.SZ,0.0046136101499423,0.1203832268814218,0.0274499148932769,0.0094987415740672
300220.SZ,0.0011534025374855,0.0773278630039243,0.0,5.360379864184459e-06
300209.SZ,0.0011534025374855,0.0760126249342451,0.0,2.980953215321986e-06
300013.SZ,0.0011534025374855,0.0968066100937918,0.0,0.0001379547007719
300208.SZ,0.0011534025374855,0.0942801217920835,0.0,8.666784547072457e-05
300205.SZ,0.0011534025374855,0.0832053742802303,0.0,2.277094254550373e-05
300268.SZ,0.0011534025374855,0.067167647970251,0.0,2.0964051038596865e-07
300010.SZ,0.0023068050749711,0.0966124359260084,0.0023068050749711,0.0002997765081298
300117.SZ,0.0011534025374855,0.1097468354430379,0.0,0.0019699192383182
300300.SZ,0.0011534025374855,0.0714756801319043,0.0,8.880506261322377e-07
300301.SZ,0.0034602076124567,0.1071163825055596,0.0069097602361145,0.0019469213417307
300506.SZ,0.0011534025374855,0.1306509945750452,0.0,0.025495453643296
300167.SZ,0.0011534025374855,0.0978334461746784,0.0,0.0004478812373064
300536.SZ,0.0023068050749711,0.1098580841358337,0.0023068050749711,0.0018532270644938
300338.SZ,0.0011534025374855,0.0967633928571428,0.0,0.0003702923355694
300096.SZ,0.0023068050749711,0.1197513812154696,0.0046082826555428,0.0099259881079825
300427.SZ,0.0011534025374855,0.1227002547410133,0.0,0.0074714437595509
300600.SZ,0.0011534025374855,0.1225268513284341,0.0,0.0049503266549247
300029.SZ,0.0011534025374855,0.0990857142857142,0.0,0.0004406461151909
300368.SZ,0.0057670126874279,0.1224230443377576,0.0756983679220907,0.0114532600895729
300313.SZ,0.0011534025374855,0.0885778504290968,0.0,7.617495262446757e-05
300125.SZ,0.0011534025374855,0.1238571428571428,0.0,0.0046327307119009
300555.SZ,0.0023068050749711,0.1355958711291836,0.0023068050749711,0.0388481029964143
300592.SZ,0.0011534025374855,0.0760126249342451,0.0,2.980953215321986e-06
300348.SZ,0.0011534025374855,0.0768617021276595,0.0,4.858893745859069e-06
300287.SZ,0.0023068050749711,0.1218381112984823,0.0205694558763595,0.0091010893324832
300560.SZ,0.0011534025374855,0.1199833933019651,0.0,0.0083997712743277
300872.SZ,0.0034602076124567,0.1017605633802817,0.0046109464027425,0.0003297831483086
300243.SZ,0.0023068050749711,0.1586749633967789,0.0023068050749711,0.0891966692689797
300630.SZ,0.0023068050749711,0.1244259471871412,0.0023068050749711,0.009171817183837
300019.SZ,0.0011534025374855,0.0796728542547325,0.0,3.973386018126295e-06
300433.SZ,0.0034602076124567,0.0877175232699312,0.01149140541966,2.427816187221128e-05
300341.SZ,0.0011534025374855,0.1232234223990904,0.0,0.009987347021322
300245.SZ,0.0034602076124567,0.1075682382133995,0.009203246575087,0.0019533910819734
300004.SZ,0.0023068050749711,0.1233636881047239,0.0046082826555428,0.0093957246826495
300437.SZ,0.0023068050749711,0.0738626682569432,0.0046082826555428,8.153440835898034e-07
300713.SZ,0.0023068050749711,0.1271260997067448,0.0046082826555428,0.0064020883018106
300637.SZ,0.0230680507497116,0.1884782608695652,0.7053442760068299,0.4522434737131572
300866.SZ,0.0011534025374855,0.1144403379091869,0.0,0.0020092584462469
300255.SZ,0.0023068050749711,0.1031651594478819,0.0023068050749711,0.0005386773309177
300342.SZ,0.0034602076124567,0.130729794933655,0.0046109464027425,0.0274815297677483
300682.SZ,0.0023068050749711,0.1157852564102564,0.0023068050749711,0.0058963954222058
300737.SZ,0.0023068050749711,0.0903878231859883,0.0023068050749711,8.493368279131036e-05
300733.SZ,0.0011534025374855,0.0965263861055444,0.0,0.0003598456234215
300471.SZ,0.0046136101499423,0.15919941241278,0.0228735972041309,0.0967397823822337
300391.SZ,0.0011534025374855,0.0966555183946488,0.0,0.0003725270981448
300396.SZ,0.0011534025374855,0.0939939288811795,0.0,0.0001144059450564
300415.SZ,0.0057670126874279,0.0884874464176362,0.0092112378166862,0.0001037443793653
300404.SZ,0.0023068050749711,0.1268285547103569,0.0160357581424092,0.0096276251673078
300542.SZ,0.0011534025374855,0.0768617021276595,0.0,4.858893745859069e-06
300802.SZ,0.0023068050749711,0.1099695585996955,0.0023068050749711,0.0023178181493328
300561.SZ,0.0011534025374855,0.1090840463009562,0.0,0.002178307299866
300892.SZ,0.0034602076124567,0.0775630703166935,0.0092059103222867,5.583491176139983e-06
300316.SZ,0.0011534025374855,0.0814084507042253,0.0,1.985091700634831e-05
300045.SZ,0.0011534025374855,0.1156308348893038,0.0,0.005224017260133
300851.SZ,0.0011534025374855,0.1100253807106599,0.0,0.0020132872949716
300164.SZ,0.0023068050749711,0.0976791347453808,0.0023068050749711,0.0001592082040516
300856.SZ,0.0011534025374855,0.0768617021276595,0.0,4.492637896352414e-06
300601.SZ,0.0023068050749711,0.112743823146944,0.0137609180338349,0.0019110557383699
300887.SZ,0.0011534025374855,0.109304084720121,0.0,0.0013650787361133
300110.SZ,0.0011534025374855,0.0930457179652285,0.0,9.319709507363544e-05
300871.SZ,0.0011534025374855,0.1242832568807339,0.0,0.0088118495522766
300489.SZ,0.0011534025374855,0.1306509945750452,0.0,0.025495453643296
300835.SZ,0.0011534025374855,0.1173207036535859,0.0,0.0060658407350008
300700.SZ,0.0011534025374855,0.0960345591493132,0.0,0.0003288535388401
300256.SZ,0.0011534025374855,0.1397035127296165,0.0,0.0350387980881034
300518.SZ,0.0011534025374855,0.1586169045005488,0.0,0.0859731830421094
300862.SZ,0.0011534025374855,0.1306509945750452,0.0,0.025495453643296
300597.SZ,0.0034602076124567,0.1200498476876211,0.0046109464027425,0.0090548407814953
300470.SZ,0.0011534025374855,0.1051673944687045,0.0,0.0004436610141418
300922.SZ,0.0023068050749711,0.1097746264877184,0.0046082826555428,0.0011000966884529
300621.SZ,0.0011534025374855,0.1364065449968533,0.0,0.0189172540787929
