Code,degree_centrality,closeness_centrality,betweenness_centrality,eigenvector_centrality
300900.SZ,0.0069204152249134,0.0907853403141361,0.0297034450242534,5.105422562819124e-05
300248.SZ,0.0034602076124567,0.0832693046484825,0.0069097602361145,2.3653108988545208e-05
300608.SZ,0.0023068050749711,0.0715110524579346,0.0046082826555428,8.893536233828573e-07
300295.SZ,0.0023068050749711,0.1355958711291836,0.0023068050749711,0.0388481029964143
300308.SZ,0.0011534025374855,0.0952119481660443,0.0,9.090756224409564e-05
300180.SZ,0.0011534025374855,0.0768617021276595,0.0,4.858893745859069e-06
300414.SZ,0.0069204152249134,0.1605555555555555,0.0736366275894952,0.1062880794048404
300061.SZ,0.0011534025374855,0.0768617021276595,0.0,4.492637896352414e-06
300717.SZ,0.0011534025374855,0.1586169045005488,0.0,0.0859731830421094
300843.SZ,0.0011534025374855,0.1306509945750452,0.0,0.025495453643296
300211.SZ,0.0011534025374855,0.1306509945750452,0.0,0.025495453643296
300645.SZ,0.0023068050749711,0.0885959534028203,0.0023068050749711,7.605889126777422e-05
300272.SZ,0.0011534025374855,0.1147736298649722,0.0,0.0026443630508425
300468.SZ,0.0011534025374855,0.0655229746070133,0.0,1.5887904319931577e-07
300693.SZ,0.0034602076124567,0.1129200312581401,0.0046109464027425,0.001365182534638
300380.SZ,0.0011534025374855,0.1355534709193245,0.0,0.0374429683955113
300047.SZ,0.0034602076124567,0.0833493558930974,0.016067723108806,2.2766582172964596e-05
300041.SZ,0.0011534025374855,0.079512105649303,0.0,3.992987992982823e-06
300207.SZ,0.0034602076124567,0.1041066282420749,0.0160517406256076,0.0004566964988172
300659.SZ,0.0011534025374855,0.0978334461746784,0.0,0.0004478812373064
300753.SZ,0.0011534025374855,0.0859948422931957,0.0,2.442926313855166e-05
300519.SZ,0.0057670126874279,0.1143799472295514,0.0274099586852809,0.0024866826284998
300719.SZ,0.0011534025374855,0.1091939546599496,0.0,0.0009763458129825
300910.SZ,0.0011534025374855,0.0960771276595744,0.0,0.0003421610317634
300846.SZ,0.0034602076124567,0.1084292146073036,0.0046109464027425,0.0023548358231042
300652.SZ,0.0011534025374855,0.0962264150943396,0.0,0.0004075848600594
300126.SZ,0.0173010380622837,0.1623595505617977,0.2015737418456039,0.1843051664943711
300822.SZ,0.0011534025374855,0.1358934169278997,0.0,0.0172773386292732
300274.SZ,0.0023068050749711,0.0814237415477084,0.0023068050749711,2.0595040752860164e-05
300557.SZ,0.0011534025374855,0.1232234223990904,0.0,0.009987347021322
300293.SZ,0.0023068050749711,0.1456653225806451,0.0023068050749711,0.0395275690545322
300891.SZ,0.0011534025374855,0.1232234223990904,0.0,0.009987347021322
300591.SZ,0.0046136101499423,0.1574074074074074,0.0206227308203542,0.0874957709912785
300002.SZ,0.0069204152249134,0.1383216336949585,0.1390049838710107,0.0460497302146314
300705.SZ,0.0011534025374855,0.1370534302877015,0.0,0.0183311763191935
300146.SZ,0.0011534025374855,0.1417129780974174,0.0,0.0412656545210271
300678.SZ,0.0011534025374855,0.1355534709193245,0.0,0.0374429683955113
300304.SZ,0.0103806228373702,0.140427599611273,0.0365492753275743,0.04999305712941
300598.SZ,0.0011534025374855,0.0831255992329817,0.0,2.0957087588662336e-05
300102.SZ,0.0011534025374855,0.1053206997084548,0.0,0.0004442383553953
300099.SZ,0.0011534025374855,0.1412972620599739,0.0,0.0234890409603409
300196.SZ,0.0023068050749711,0.1027738264580369,0.0023068050749711,0.0004118283602115
300786.SZ,0.0023068050749711,0.1359360301034807,0.0023068050749711,0.017925209603849
300407.SZ,0.0011534025374855,0.1098302508234101,0.0,0.0018532270644938
300153.SZ,0.0011534025374855,0.1270515826494724,0.0,0.0061620551397261
300189.SZ,0.0011534025374855,0.087416817906836,0.0,1.977542255625191e-05
300105.SZ,0.0011534025374855,0.1149867374005305,0.0,0.0017124382432557
300497.SZ,0.0011534025374855,0.086217183770883,0.0,3.644583818695674e-05
300510.SZ,0.0023068050749711,0.1150172459538339,0.0023068050749711,0.0017766414258833
300445.SZ,0.0046136101499423,0.1398838334946757,0.0092085740694865,0.0393598795263856
300492.SZ,0.0011534025374855,0.1370101137800252,0.0,0.0176170984834648
300636.SZ,0.0011534025374855,0.0869260076198115,0.0,4.848145849695982e-05
300417.SZ,0.0034602076124567,0.1292101341281669,0.009203246575087,0.010567130204639
300161.SZ,0.0011534025374855,0.1051163918525703,0.0,0.0012447657203751
300288.SZ,0.0011534025374855,0.108375,0.0,0.0021844607241219
300529.SZ,0.0011534025374855,0.124390243902439,0.0,0.0088403715523806
300715.SZ,0.0011534025374855,0.082903040734366,0.0,1.6146927771066072e-05
300229.SZ,0.0011534025374855,0.1196852567642186,0.0,0.0095534610098376
300183.SZ,0.0057670126874279,0.1308876811594203,0.0137955467474314,0.029897849477213
300052.SZ,0.0011534025374855,0.091148023549201,0.0,0.0001111922387357
300042.SZ,0.0011534025374855,0.1196852567642186,0.0,0.0095534610098376
300464.SZ,0.0034602076124567,0.082258064516129,0.0046109464027425,1.5671852736528077e-05
300918.SZ,0.0011534025374855,0.1279138388905281,0.0,0.0069913680491746
300223.SZ,0.0057670126874279,0.095674244096226,0.0115047241556587,0.0001170320057209
300853.SZ,0.0011534025374855,0.1412972620599739,0.0,0.0234890409603409
300803.SZ,0.0011534025374855,0.0746770025839793,0.0,9.470010093995524e-07
300501.SZ,0.0011534025374855,0.086217183770883,0.0,3.644583818695674e-05
300198.SZ,0.0034602076124567,0.1367939413064058,0.0205907658539573,0.020424932899929
300444.SZ,0.0011534025374855,0.1270515826494724,0.0,0.0061620551397261
300785.SZ,0.0011534025374855,0.0923716173023652,0.0,6.269030902958259e-05
300880.SZ,0.0023068050749711,0.0870656758385217,0.0046082826555428,1.798130709617084e-05
300759.SZ,0.0023068050749711,0.1108412170800306,0.0023068050749711,0.002045883366257
300374.SZ,0.0011534025374855,0.1030180608365019,0.0,0.0005420072381796
300137.SZ,0.0011534025374855,0.1147736298649722,0.0,0.0026443630508425
300385.SZ,0.0011534025374855,0.1029935851746258,0.0,0.0005216750285632
300566.SZ,0.0011534025374855,0.0884152559657352,0.0,8.875051746237547e-05
