证券代码,交易日期,日开盘价,日最高价,日最低价,日收盘价,日个股交易股数,日个股交易金额,涨跌幅,换手率(流通股数)(%)
300375,2020-01-02,3.55,3.58,3.53,3.58,8438303,30037118.61,0.017045,1.92816
300375,2020-01-03,3.58,3.61,3.55,3.58,8704902,31153844.14,0.0,1.989078
300375,2020-01-06,3.56,3.72,3.55,3.66,21943894,80261138.27,0.022346,5.0142
300375,2020-01-07,3.67,3.73,3.64,3.72,15245515,56186714.35,0.016393,3.483614
300375,2020-01-08,3.69,3.81,3.68,3.71,25071504,93940866.09,-0.002688,5.728862
300375,2020-01-09,3.75,3.78,3.68,3.72,14823827,55228145.96,0.002695,3.387258
300375,2020-01-10,3.72,3.75,3.66,3.68,8012652,29578852.36,-0.010753,1.830898
300375,2020-01-13,3.69,3.71,3.66,3.71,7121051,26292326.65,0.008152,1.627167
300375,2020-01-14,3.7,3.72,3.68,3.69,7551909,27923516.13,-0.005391,1.725618
300375,2020-01-15,3.69,3.69,3.59,3.62,9546189,34624338.85,-0.01897,2.181313
300375,2020-01-16,3.66,3.69,3.61,3.63,7270249,26555191.2,0.002762,1.661259
300375,2020-01-17,3.62,3.65,3.56,3.59,6614344,23901296.7,-0.011019,1.511384
300375,2020-01-20,3.59,3.71,3.57,3.69,11939414,43747468.27,0.027855,2.728167
300375,2020-01-21,3.69,3.74,3.66,3.69,13812443,51219969.09,0.0,3.156156
300375,2020-01-22,3.71,3.73,3.62,3.72,10127081,37331030.95,0.00813,2.314047
300375,2020-01-23,3.7,3.7,3.47,3.52,15561322,55701920.98,-0.053763,3.555776
300375,2020-02-03,3.17,3.21,3.17,3.17,10089400,31985758,-0.099432,2.305437
300375,2020-02-04,3.05,3.2,3.03,3.19,12814215,39961448.54,0.006309,2.92806
300375,2020-02-05,3.3,3.43,3.25,3.28,15349610,51091529.94,0.028213,3.5074
300375,2020-02-06,3.23,3.44,3.23,3.39,16836887,56659646.5,0.033537,3.847244
300375,2020-02-07,3.39,3.43,3.34,3.36,11833431,39871070.77,-0.00885,2.70395
300375,2020-02-10,3.35,3.42,3.33,3.4,12337897,41640347.94,0.011905,2.819221
300375,2020-02-11,3.44,3.44,3.35,3.36,8797544,29694395.96,-0.011765,2.010247
300375,2020-02-12,3.36,3.4,3.33,3.4,8712010,29334612.79,0.011905,1.990702
300375,2020-02-13,3.38,3.4,3.29,3.3,11338278,37803261.46,-0.029412,2.590807
300375,2020-02-14,3.3,3.32,3.27,3.28,7046097,23194580.36,-0.006061,1.61004
300375,2020-02-17,3.33,3.42,3.33,3.41,13055654,44150570.37,0.039634,2.983229
300375,2020-02-18,3.43,3.53,3.4,3.53,19541350,67424773.55,0.035191,4.465216
300375,2020-02-19,3.57,3.88,3.55,3.87,40707208,153650392.09,0.096317,9.301634
300375,2020-02-20,3.75,4.19,3.63,3.97,73503723,283985677.15,0.02584,16.795668
300375,2020-02-21,3.9,4.06,3.85,3.91,43290211,169994856.38,-0.015113,9.891853
300375,2020-02-24,3.88,3.97,3.84,3.96,29470043,114816630.85,0.012788,6.733932
300375,2020-02-25,3.81,4.26,3.68,4.13,49247964,194451103.67,0.042929,11.253205
300375,2020-02-26,3.99,4.33,3.96,4.25,54439859,228216575.22,0.029056,12.439557
300375,2020-02-27,4.19,4.49,4.16,4.27,47532906,206157977.71,0.004706,10.861312
300375,2020-02-28,4.02,4.11,3.84,3.84,42465485,168446532.54,-0.100703,9.703402
300375,2020-03-02,3.88,4.09,3.78,3.99,30190526,119060092.28,0.039063,6.898563
300375,2020-03-03,4.05,4.35,4.01,4.1,40183047,167702456.16,0.027569,9.181863
300375,2020-03-04,4.11,4.19,3.97,4.09,24639376,100182386.75,-0.002439,5.63012
300375,2020-03-05,4.17,4.19,4.07,4.15,25438222,104944672.53,0.01467,5.812657
300375,2020-03-06,4.04,4.13,4.01,4.08,16854716,68594650.76,-0.016867,3.851318
300375,2020-03-09,3.99,4.04,3.81,3.82,24075275,93907113.48,-0.063725,5.501222
300375,2020-03-10,3.74,4.05,3.66,4.01,27781127,107608189.65,0.049738,6.348013
300375,2020-03-11,4.01,4.24,3.92,4.07,36536258,149935353.99,0.014963,8.348568
300375,2020-03-12,4,4.09,3.93,3.96,18924969,75688894.42,-0.027027,4.324373
300375,2020-03-13,3.79,3.98,3.74,3.93,18646726,72162632.76,-0.007576,4.260794
300375,2020-03-16,3.99,4.02,3.72,3.73,18756242,72423643.84,-0.050891,4.285818
300375,2020-03-17,3.71,3.88,3.54,3.67,16233006,59864911.96,-0.016086,3.709257
300375,2020-03-18,3.71,3.75,3.52,3.52,19676939,71624951.7,-0.040872,4.496198
300375,2020-03-19,3.5,3.57,3.39,3.55,11932845,41523549.2,0.008523,2.726666
300375,2020-03-20,3.6,3.65,3.52,3.64,12550079,45146471.81,0.025352,2.867704
300375,2020-03-23,3.55,3.61,3.46,3.5,9908328,35186828.94,-0.038462,2.264062
300375,2020-03-24,3.56,3.62,3.46,3.62,9851918,34945398.96,0.034286,2.251172
300375,2020-03-25,3.74,3.77,3.65,3.73,13274889,49185284.98,0.030387,3.033324
300375,2020-03-26,3.69,3.78,3.66,3.71,12850563,47865964.96,-0.005362,2.936365
300375,2020-03-27,3.77,3.79,3.66,3.67,9478985,35271989.97,-0.010782,2.165957
300375,2020-03-30,3.62,3.97,3.57,3.97,29786888,113455292.03,0.081744,6.806331
300375,2020-03-31,3.9,4.1,3.81,3.98,42391066,167346354.52,0.002519,9.686397
300375,2020-04-01,3.95,4.07,3.84,3.84,24546621,97201576.09,-0.035176,5.608925
300375,2020-04-02,4.22,4.22,3.96,4.22,54912651,228659574.49,0.098958,12.547591
300375,2020-04-03,4.35,4.64,4.21,4.23,106563372,475077147.8,0.00237,24.349828
300375,2020-04-07,4.25,4.54,4.13,4.46,82386861,358274920.57,0.054374,18.825473
300375,2020-04-08,4.28,4.35,4.01,4.06,71728444,296454419.78,-0.089686,16.390015
300375,2020-04-09,4.03,4.16,3.94,4.13,40971428,166187731.14,0.017241,9.362009
300375,2020-04-10,4.04,4.07,3.84,3.91,31860004,125705949.91,-0.053269,7.28004
300375,2020-04-13,3.83,3.9,3.78,3.8,14385581,55036727.14,-0.028133,3.287118
300375,2020-04-14,3.78,4.18,3.78,4.18,20945360,85321776.74,0.1,4.786034
300375,2020-04-15,4.29,4.33,4.11,4.11,52420952,220601475.51,-0.016746,11.978235
300375,2020-04-16,4.09,4.26,4.08,4.13,34239582,142322318.4,0.004866,7.823776
300375,2020-04-17,4.16,4.22,3.96,3.96,30934644,125068580.26,-0.041162,7.068594
300375,2020-04-20,3.92,4,3.9,3.98,16776042,66209384.28,0.005051,3.833341
300375,2020-04-21,3.93,4.02,3.84,4.02,20384807,79959341.85,0.01005,4.657947
300375,2020-04-22,3.96,4,3.89,3.97,15779560,62202528.62,-0.012438,3.605644
300375,2020-04-23,3.95,3.96,3.85,3.85,18475442,71892290.45,-0.030227,4.221655
300375,2020-04-24,3.88,4.05,3.88,3.97,26491229,105193065.68,0.031169,6.05327
300375,2020-04-27,4.05,4.11,3.88,3.9,26298419,105527297.92,-0.017632,6.009213
300375,2020-04-28,3.72,3.78,3.51,3.51,34740739,123175069.55,-0.1,7.938291
300375,2020-04-29,3.47,3.58,3.43,3.5,13234990,46330272.91,-0.002849,3.024207
300375,2020-04-30,3.54,3.59,3.5,3.56,11188557,39752195.41,0.017143,2.556595
300375,2020-05-06,3.51,3.61,3.5,3.6,9678959,34502349.7,0.011236,2.211651
300375,2020-05-07,3.59,3.64,3.56,3.57,9134816,32813627.46,-0.008333,2.087314
300375,2020-05-08,3.6,3.64,3.56,3.61,10686606,38452086.68,0.011204,2.441899
300375,2020-05-11,3.63,3.7,3.61,3.65,10565271,38527003.03,0.01108,2.414174
300375,2020-05-12,3.62,3.63,3.49,3.55,11304256,40163767.64,-0.027397,2.583033
300375,2020-05-13,3.55,3.58,3.51,3.57,5933739,21057261.02,0.005634,1.355865
300375,2020-05-14,3.52,3.55,3.47,3.48,9838247,34497668.42,-0.02521,2.248048
300375,2020-05-15,3.5,3.51,3.44,3.46,7376053,25579263.72,-0.005747,1.685435
300375,2020-05-18,3.45,3.46,3.4,3.43,7132906,24451698.44,-0.008671,1.629876
300375,2020-05-19,3.44,3.49,3.42,3.49,7028651,24300236.21,0.017493,1.606053
300375,2020-05-20,3.47,3.51,3.43,3.46,5908642,20476440.06,-0.008596,1.35013
300375,2020-05-21,3.46,3.63,3.44,3.53,22214715,78537797.43,0.020231,5.076083
300375,2020-05-22,3.51,3.54,3.44,3.45,7083816,24563316.97,-0.022663,1.618658
300375,2020-05-25,3.45,3.46,3.39,3.4,5244070,17876885.63,-0.014493,1.198275
300375,2020-05-26,3.4,3.48,3.4,3.47,5640211,19464249.22,0.020588,1.288793
300375,2020-05-27,3.45,3.48,3.42,3.45,4758822,16398738.3,-0.005764,1.087395
300375,2020-05-28,3.45,3.48,3.4,3.44,5024479,17249942.15,-0.002899,1.148098
300375,2020-05-29,3.43,3.49,3.42,3.45,5260728,18173725.4,0.002907,1.202081
300375,2020-06-01,3.45,3.55,3.45,3.53,10641449,37397431.35,0.023188,2.431581
300375,2020-06-02,3.52,3.6,3.52,3.57,12049037,42980242.16,0.011331,2.753216
300375,2020-06-03,3.59,3.6,3.52,3.6,9595966,34133442.29,0.008403,2.192687
300375,2020-06-04,3.63,3.96,3.63,3.96,22828500,87298784.03,0.1,5.216333
300375,2020-06-05,4.36,4.36,4.36,4.36,13172939,57434014.04,0.10101,3.010029
300375,2020-06-08,4.8,4.8,4.2,4.27,157030334,722119729.73,-0.020642,35.881574
300375,2020-06-09,3.99,4.07,3.84,3.87,104718962,407357224.76,-0.093677,23.928378
300375,2020-06-10,3.75,3.81,3.7,3.74,47023743,176058327.69,-0.033592,10.744968
300375,2020-06-11,3.76,3.82,3.71,3.79,40903490,154219903.77,0.013369,9.346485
300375,2020-06-12,3.69,3.84,3.67,3.76,30127542,112569647.14,-0.007916,6.884171
