证券代码,交易日期,日开盘价,日最高价,日最低价,日收盘价,日个股交易股数,日个股交易金额,涨跌幅,换手率(流通股数)(%)
300444,2020-01-02,5.04,5.15,5.02,5.14,10312615,52572967.97,0.03006,3.234572
300444,2020-01-03,5.15,5.24,5.12,5.22,11108806,57595374.59,0.015564,3.484299
300444,2020-01-06,5.2,5.32,5.17,5.29,13519816,71178969.89,0.01341,4.240517
300444,2020-01-07,5.35,5.36,5.29,5.35,10847487,57790849.36,0.011342,3.402336
300444,2020-01-08,5.35,5.5,5.3,5.3,20382516,109999290.59,-0.009346,6.393017
300444,2020-01-09,5.36,5.43,5.31,5.37,9839819,52754740.9,0.013208,3.086279
300444,2020-01-10,5.43,5.47,5.3,5.32,11212475,60189072.03,-0.009311,3.516815
300444,2020-01-13,5.32,5.4,5.27,5.36,10150883,54237650.55,0.007519,3.183845
300444,2020-01-14,5.4,5.41,5.31,5.33,8031634,43010717.54,-0.005597,2.519138
300444,2020-01-15,5.32,5.33,5.19,5.23,7565211,39626428.8,-0.018762,2.372843
300444,2020-01-16,5.25,5.25,5.1,5.12,7540456,38957706.96,-0.021033,2.365079
300444,2020-01-17,5.13,5.15,5.03,5.08,6755712,34442742.49,-0.007813,2.118942
300444,2020-01-20,5.08,5.11,5.04,5.1,5485463,27834046.5,0.003937,1.720526
300444,2020-01-21,4.59,4.59,4.59,4.59,2127900,9767061,-0.1,0.66742
300444,2020-01-22,4.19,4.35,4.19,4.29,34781135,147872827.35,-0.065359,10.909172
300444,2020-01-23,4.2,4.32,4.15,4.24,23438536,99353842.69,-0.011655,7.351543
300444,2020-02-03,3.82,3.89,3.82,3.82,9673176,37058028.39,-0.099057,3.034011
300444,2020-02-04,3.71,3.93,3.71,3.87,15007350,57467312.02,0.013089,4.707085
300444,2020-02-05,3.92,4.03,3.86,3.94,12899356,50954314.62,0.018088,4.045909
300444,2020-02-06,3.96,4.02,3.83,3.98,12907952,50855685.44,0.010152,4.048605
300444,2020-02-07,3.97,4.1,3.95,4.03,12897866,51822821.79,0.012563,4.045441
300444,2020-02-10,4.02,4.18,3.98,4.13,10274942,42138816.91,0.024814,3.222756
300444,2020-02-11,4.09,4.22,4.09,4.22,12460129,51892622.08,0.021792,3.908144
300444,2020-02-12,4.2,4.31,4.17,4.3,10856155,46194659.23,0.018957,3.405055
300444,2020-02-13,4.29,4.38,4.22,4.24,11640513,49910373.5,-0.013953,3.65107
300444,2020-02-14,4.28,4.35,4.15,4.2,10140322,43090627.05,-0.009434,3.180532
300444,2020-02-17,4.2,4.37,4.2,4.37,13152704,56633789.85,0.040476,4.125372
300444,2020-02-18,4.39,4.51,4.36,4.5,11727696,51853739.59,0.029748,3.678415
300444,2020-02-19,4.47,4.55,4.42,4.46,9200845,41170173.99,-0.008889,2.885863
300444,2020-02-20,4.46,4.57,4.43,4.53,10518303,47446945.19,0.015695,3.299087
300444,2020-02-21,4.54,4.6,4.49,4.56,11258120,51217607.15,0.006623,3.531132
300444,2020-02-24,4.57,4.57,4.41,4.51,11004493,49406192.63,-0.010965,3.451581
300444,2020-02-25,4.41,4.47,4.27,4.43,12484843,54708307.82,-0.017738,3.915896
300444,2020-02-26,4.42,4.56,4.36,4.41,13420444,59913522.3,-0.004515,4.209349
