证券代码,交易日期,日开盘价,日最高价,日最低价,日收盘价,日个股交易股数,日个股交易金额,涨跌幅,换手率(流通股数)(%)
300173,2021-01-04,7.2,7.45,7.1,7.29,9492463,69074534.98,0.011096,1.634275
300173,2021-01-05,7.19,7.32,7.05,7.09,8555449,61178933.11,-0.027435,1.472953
300173,2021-01-06,7.1,7.28,7.05,7.09,6380279,45562677.53,0.0,1.098464
300173,2021-01-07,7.09,7.1,6.73,6.8,8794370,60395341,-0.040903,1.514087
300173,2021-01-08,6.79,6.87,6.65,6.68,5528300,37140772,-0.017647,0.951783
300173,2021-01-11,6.77,6.88,6.67,6.7,4760300,32205432.68,0.002994,0.81956
300173,2021-01-12,6.77,6.78,6.62,6.63,4253400,28440876,-0.010448,0.732289
300173,2021-01-13,6.63,6.66,5.89,6.05,16536342,101174906.31,-0.087481,2.846988
300173,2021-01-14,5.96,6.07,5.91,5.98,4586268,27429515.92,-0.01157,0.789597
300173,2021-01-15,6.01,6.23,6.01,6.13,3640100,22398205,0.025084,0.6267
300173,2021-01-18,6.17,6.2,6.05,6.08,3991522,24350993.54,-0.008157,0.687202
300173,2021-01-19,5.94,6.14,5.94,6.12,2768600,16850355.48,0.006579,0.476657
300173,2021-01-20,6.07,6.32,5.99,6.23,6188084,38212591.88,0.017974,1.065375
300173,2021-01-21,6.21,6.21,6.1,6.12,3865200,23720614,-0.017657,0.665454
300173,2021-01-22,6.07,6.13,5.89,5.99,4216300,25247334.34,-0.021242,0.725901
300173,2021-01-25,5.99,5.99,5.65,5.69,5398769,31108604.89,-0.050083,0.929482
300173,2021-01-26,5.66,5.69,5.56,5.65,3323169,18699381.78,-0.00703,0.572135
300173,2021-01-27,5.72,5.91,5.56,5.84,5289772,30615378.13,0.033628,0.910716
300173,2021-01-28,5.9,5.93,5.72,5.74,3236266,18867289.19,-0.017123,0.557173
300173,2021-01-29,5.69,5.86,5.56,5.63,3866617,21797726.86,-0.019164,0.665698
300173,2021-02-01,5.63,5.7,5.57,5.61,2680900,15081373,-0.003552,0.461559
300173,2021-02-02,5.61,5.65,5.45,5.53,3179000,17619354,-0.01426,0.547314
300173,2021-02-03,5.51,5.81,5.51,5.61,3874923,21954524.39,0.014467,0.667128
300173,2021-02-04,5.6,5.63,5.36,5.41,3163100,17323768,-0.035651,0.544577
300173,2021-02-05,4.77,5.35,4.77,5.15,6831773,34995861.54,-0.048059,1.176196
300173,2021-02-08,5.11,5.18,5,5.03,3714300,18850634,-0.023301,0.639474
300173,2021-02-09,5.04,5.43,5.04,5.28,4469800,23644720,0.049702,0.769545
300173,2021-02-10,5.26,5.38,5.19,5.3,2923600,15443844,0.003788,0.502424
300173,2021-02-18,5.35,5.64,5.31,5.44,5613404,30837797.35,0.026415,0.884895
300173,2021-02-19,5.45,5.61,5.37,5.59,2920144,16162163.56,0.027574,0.46033
300173,2021-02-22,5.6,5.82,5.6,5.71,6728700,38596289,0.021467,1.06071
300173,2021-02-23,5.72,6.08,5.65,5.89,6647381,38930868.87,0.031524,1.047891
300173,2021-02-24,5.9,6.02,5.78,5.9,5119700,30220411,0.001698,0.807068
300173,2021-02-25,5.93,5.96,5.67,5.7,4148300,24026731,-0.033898,0.653937
300173,2021-02-26,5.68,5.85,5.68,5.75,3559741,20499463.75,0.008772,0.561156
300173,2021-03-01,5.88,5.9,5.7,5.74,4011623,23168067.55,-0.001739,0.632391
300173,2021-03-02,5.75,5.88,5.57,5.6,4886400,27712619,-0.02439,0.77029
300173,2021-03-03,5.62,5.7,5.56,5.6,2887500,16196042,0.0,0.455184
300173,2021-03-04,5.6,5.65,5.5,5.5,4557820,25340383.8,-0.017857,0.718493
300173,2021-03-05,5.5,5.61,5.49,5.56,4328200,23991156,0.010909,0.682296
300173,2021-03-08,5.59,5.65,5.41,5.43,3561100,19715713.4,-0.023381,0.561371
300173,2021-03-09,5.45,5.47,5.15,5.17,6872300,35864765,-0.047882,1.083347
300173,2021-03-10,5.2,5.25,5.03,5.08,4839300,24741186,-0.017408,0.762866
300173,2021-03-11,5.1,5.22,5.03,5.2,4642600,23824272,0.023622,0.731858
300173,2021-03-12,5.17,5.24,5.12,5.18,4225500,21891034,-0.003846,0.666106
300173,2021-03-15,5.16,5.24,5.07,5.12,3667100,18876378,-0.011583,0.57808
300173,2021-03-16,5.08,5.25,5.08,5.23,3825300,19911711,0.021484,0.603019
300173,2021-03-17,5.4,5.49,5.21,5.29,5331200,28280879,0.011472,0.840408
300173,2021-03-18,5.3,5.34,5.19,5.21,3381300,17755458,-0.015123,0.533027
300173,2021-03-19,5.15,5.32,5.12,5.27,4309706,22657388.74,0.011516,0.679381
300173,2021-03-22,5.19,5.3,5.16,5.28,2720700,14311245,0.001898,0.42889
300173,2021-03-23,5.28,5.29,5.14,5.18,3023384,15711972.02,-0.018939,0.476605
300173,2021-03-24,5.17,5.26,5.13,5.19,3015900,15672229,0.001931,0.475425
300173,2021-03-25,5.19,5.23,5.13,5.13,2699406,13934855.78,-0.011561,0.425533
300173,2021-03-26,5.09,5.15,5.08,5.12,3195200,16322618,-0.001949,0.50369
300173,2021-03-29,5.12,5.17,5.03,5.04,3883300,19700632,-0.015625,0.612162
300173,2021-03-30,5.05,5.07,4.96,4.96,2799700,13980934,-0.015873,0.441344
300173,2021-03-31,5,5.04,4.95,4.99,3344102,16675559.98,0.006048,0.527163
300173,2021-04-01,4.96,4.99,4.91,4.92,2539651,12537644.94,-0.014028,0.40035
300173,2021-04-02,4.92,5.03,4.87,4.91,4735735,23390065.44,-0.002033,0.74654
300173,2021-04-06,4.92,5.04,4.92,5,6520200,32506583,0.01833,1.027842
300173,2021-04-07,5.01,5.08,4.98,5,5577600,27996108,0.0,0.879251
300173,2021-04-08,5.01,5.01,4.93,4.94,4407213,21917948.7,-0.012,0.694751
300173,2021-04-09,4.98,4.98,4.9,4.95,2754035,13615613.25,0.002024,0.434145
300173,2021-04-12,4.95,5,4.91,4.92,2860400,14128358,-0.006061,0.450912
300173,2021-04-13,4.92,4.95,4.8,4.81,3833441,18505738.8,-0.022358,0.604302
300173,2021-04-14,4.82,5,4.78,4.94,4696514,23026335.6,0.027027,0.740357
300173,2021-04-15,5.04,5.04,4.88,4.91,3357435,16559742.2,-0.006073,0.529265
300173,2021-04-16,4.85,5.02,4.85,4.99,7184500,35681162,0.016293,1.132562
300173,2021-04-19,5,5.08,4.99,5,7711403,38905974.06,0.002004,1.215623
300173,2021-04-20,5.02,5.11,5,5.02,7183205,36262454.15,0.004,1.132358
300173,2021-04-21,5.03,5.03,4.93,4.94,5214498,25826672.12,-0.015936,0.822012
300173,2021-04-22,4.94,5,4.92,4.95,3803900,18896323,0.002024,0.599645
300173,2021-04-23,4.95,4.96,4.84,4.93,4085997,20039869.42,-0.00404,0.644115
300173,2021-04-26,4.94,5.25,4.82,5.12,13304727,67316189.72,0.03854,2.097352
300173,2021-04-27,5.09,5.09,4.91,4.93,8539495,42322485.94,-0.037109,1.346163
300173,2021-04-28,4.93,4.96,4.86,4.88,4804100,23512769,-0.010142,0.757317
300173,2021-04-29,4.88,4.93,4.82,4.85,4433117,21509848.65,-0.006148,0.698835
300173,2021-04-30,4.87,4.88,4.73,4.74,4442500,21281542,-0.02268,0.700314
300173,2021-05-06,4.7,4.78,4.67,4.68,4818600,22684020,-0.012658,0.759602
300173,2021-05-07,4.79,5.48,4.75,5,18329281,92876888.13,0.068376,2.889421
300173,2021-05-10,4.87,5.09,4.87,5.04,11662111,58409176.2,0.008,1.838411
300173,2021-05-11,4.99,5.14,4.91,5.07,7880605,39493837.25,0.005952,1.242296
300173,2021-05-12,5.05,5.08,4.99,5.06,5489172,27635498.72,-0.001972,0.865311
300173,2021-05-13,5.03,5.09,4.97,4.99,6543352,32936524.12,-0.013834,1.031492
300173,2021-05-14,4.99,5.12,4.97,5.1,7771300,39310423,0.022044,1.225065
300173,2021-05-17,5.05,5.13,4.97,4.99,6193000,31197234,-0.021569,0.976262
