证券代码,交易日期,日开盘价,日最高价,日最低价,日收盘价,日个股交易股数,日个股交易金额,涨跌幅,换手率(流通股数)(%)
300572,2021-01-04,41.2,41.76,40.3,40.41,4290929,175688116.75,-0.011497,3.07882
300572,2021-01-05,40.49,41.09,39.88,40.8,3065457,124555082.03,0.009651,2.199521
300572,2021-01-06,40.77,40.77,39.52,40.18,2849702,114076332.43,-0.015196,2.044713
300572,2021-01-07,41,41.1,38.15,38.52,4229173,164562572.74,-0.041314,3.034509
300572,2021-01-08,38.99,41.14,37.6,40.91,4336408,172978822.51,0.062046,3.111452
300572,2021-01-11,40.21,41.64,40.2,40.67,3074357,124934911.62,-0.005867,2.205907
300572,2021-01-12,40.67,41.68,39.94,41.39,3947349,162123132.27,0.017703,2.832295
300572,2021-01-13,41.2,41.89,40,41.61,2975036,122320844.04,0.005315,2.134643
300572,2021-01-14,41.59,45.66,41.35,44.08,6483032,286226322.9,0.059361,4.651694
300572,2021-01-15,44.6,44.8,43.14,44.1,3605881,157596016.78,0.000454,2.587285
300572,2021-01-18,43.81,45.74,43.4,44.99,3991943,178479118.54,0.020181,2.864292
300572,2021-01-19,44.65,45.18,44.07,44.97,3045107,135516402.65,-0.000445,2.18492
300572,2021-01-20,44.78,45.26,43.58,43.9,2567348,113565227.52,-0.023794,1.842119
300572,2021-01-21,43.7,43.88,41.91,42.4,4216175,179004126.28,-0.034169,3.025182
300572,2021-01-22,41.57,42.19,39.32,40.72,4253727,173051523.93,-0.039623,3.052127
300572,2021-01-25,40.58,40.6,38.58,38.7,3844027,150687256.44,-0.049607,2.758159
300572,2021-01-26,38.72,38.96,37.82,38.18,2157159,82314555.98,-0.013437,1.547801
300572,2021-01-27,38.15,38.65,37.01,37.33,2715092,102533081.78,-0.022263,1.948128
300572,2021-01-28,37,38.15,36.81,36.9,1811735,67887634.13,-0.011519,1.299953
300572,2021-01-29,37.99,38,35.96,36.35,1675290,61412368.84,-0.014905,1.202051
300572,2021-02-01,35.96,37.67,35.88,37.51,1753251,64752785.84,0.031912,1.25799
300572,2021-02-02,37.65,38.29,36.6,38.03,2126601,79956039.41,0.013863,1.525875
300572,2021-02-03,38.02,38.08,36.78,36.92,1395503,52102052.65,-0.029187,1.001299
300572,2021-02-04,36.7,37.2,36.01,36.92,1681471,61489353.4,0.0,1.206486
300572,2021-02-05,36.76,37.41,36.56,37.19,1013972,37516806.85,0.007313,0.727543
300572,2021-02-08,36.9,37.75,36.64,37.35,1370254,51076138.97,0.004302,0.983182
300572,2021-02-09,37.35,38.18,37.03,37.72,1477056,55422573.94,0.009906,1.059815
300572,2021-02-10,37.74,38.12,37.24,38.09,2109683,79517445.79,0.009809,1.513736
300572,2021-02-18,38.3,40.83,38.3,39.98,3698073,147499045.8,0.049619,2.653435
300572,2021-02-19,40.01,40.48,39.42,40.19,2145304,85505682.72,0.005253,1.539295
300572,2021-02-22,40.19,41.17,38.59,38.6,3322348,132485747.21,-0.039562,2.383845
300572,2021-02-23,38.49,38.79,37.5,37.6,2919833,110926977.24,-0.025907,2.095033
300572,2021-02-24,37.59,38.67,37.33,37.37,2534457,96011089.43,-0.006117,1.818519
300572,2021-02-25,37.45,37.78,36.58,36.78,1654800,61412945.45,-0.015788,1.187349
300572,2021-02-26,36.48,37.09,36.18,36.41,1944772,71146933.03,-0.01006,1.395409
300572,2021-03-01,36.56,36.91,36.28,36.39,2480701,90530551.8,-0.000549,1.779948
300572,2021-03-02,36.57,37.38,36.13,37.33,2681529,99088543.76,0.025831,1.924046
300572,2021-03-03,37.1,37.32,36.25,36.94,2431600,89218846.8,-0.010447,1.744717
300572,2021-03-04,36.64,37.25,36.5,36.75,1400654,51732290.95,-0.005143,1.004995
300572,2021-03-05,36.88,38.6,36.78,38.12,3643879,138511337.23,0.037279,2.61455
300572,2021-03-08,38.19,38.34,37.1,37.3,2183340,82120378.55,-0.021511,1.566586
300572,2021-03-09,37.2,37.65,35.28,36.31,1833157,66859368.93,-0.026542,1.315324
300572,2021-03-10,36.42,36.96,35.29,35.4,1460881,52245804.31,-0.025062,1.048209
300572,2021-03-11,35.51,35.82,34.83,35.5,1546980,54812891.89,0.002825,1.109986
300572,2021-03-12,35.5,35.95,35,35.79,1300003,46190877.54,0.008169,0.932776
300572,2021-03-15,35.61,35.76,34.93,34.99,1298789,45809441.17,-0.022353,0.931905
300572,2021-03-16,35.03,36.66,35.03,36.06,1416141,50932024.11,0.03058,1.016107
300572,2021-03-17,36.07,36.38,35.35,36.01,1224242,44058060.42,-0.001387,0.878416
300572,2021-03-18,36.52,36.63,36.05,36.16,798100,28947747.94,0.004166,0.572651
300572,2021-03-19,36.16,36.45,35.1,35.83,1017433,36510288.03,-0.009126,0.730027
300572,2021-03-22,36.04,36.8,35.8,36.51,991406,36101928.96,0.018979,0.711352
300572,2021-03-23,36.99,37.06,36.18,36.68,1145796,41945320.28,0.004656,0.82213
300572,2021-03-24,36.62,37.16,36.04,36.23,1539415,56357238.63,-0.012268,1.104558
300572,2021-03-25,36.32,37.2,36.32,36.88,1438458,53150328.12,0.017941,1.03212
300572,2021-03-26,36.88,37.8,36.57,37.11,1848832,68787533.77,0.006236,1.326571
300572,2021-03-29,37.01,37.46,36.78,36.99,1013273,37529461.75,-0.003234,0.727042
300572,2021-03-30,36.7,37.13,36.49,36.86,1646866,60465166.04,-0.003514,1.181656
300572,2021-03-31,36.9,37,35.8,36.27,1294317,46885477.22,-0.016007,0.919118
300572,2021-04-01,36.22,36.45,36.03,36.32,860870,31226151.6,0.001379,0.61132
300572,2021-04-02,36.16,37.98,36.03,37.66,3200126,119104453.24,0.036894,2.272468
300572,2021-04-06,37.99,39.65,37.51,38.79,3649953,141469812.67,0.030005,2.591899
300572,2021-04-07,38.85,39.27,38.6,38.91,1562427,60820279.38,0.003094,1.109508
300572,2021-04-08,38.25,39.19,38.25,38.75,1289148,50027944.11,-0.004112,0.915448
300572,2021-04-09,38.92,39,37.45,37.7,1246928,47238585.32,-0.027097,0.885467
300572,2021-04-12,37.68,37.68,36.31,36.45,1509121,55329809.26,-0.033156,1.071655
300572,2021-04-13,36.33,36.62,35.92,36.14,1221290,44225953.9,-0.008505,0.867261
300572,2021-04-14,36.2,38.18,36.2,37.14,2326042,87258677.68,0.02767,1.651765
300572,2021-04-15,37.02,37.77,36.75,36.98,2176303,81027059.66,-0.004308,1.545433
300572,2021-04-16,36.99,38.1,36.4,36.7,4577968,169694110.64,-0.007572,3.250899
300572,2021-04-19,36.78,36.79,33.5,36.22,5206078,183182202.92,-0.013079,3.696932
300572,2021-04-20,36.22,36.7,34.88,35.1,3053133,109351437.85,-0.030922,2.168086
300572,2021-04-21,35.03,35.34,33.33,33.74,4782484,162187985.17,-0.038746,3.39613
300572,2021-04-22,33.7,33.84,32.29,32.58,5890377,192328694.2,-0.034381,4.182865
300572,2021-04-23,32.56,33.15,32.33,32.75,2625467,85705591.26,0.005218,1.864393
300572,2021-04-26,32.68,33.12,31.74,32.2,4104550,132899872.96,-0.016794,2.914717
300572,2021-04-27,33.16,35.1,33.16,34.78,6890777,236842818.87,0.080124,4.893268
300572,2021-04-28,34,35.16,33.42,34.75,4529501,155575812.14,-0.000863,3.216482
300572,2021-04-29,34.21,35,33.62,33.63,2294437,78369658.55,-0.03223,1.629322
300572,2021-04-30,34.22,34.22,33.2,33.35,1976591,66088377.33,-0.008326,1.403614
300572,2021-05-06,33.35,34.45,32.52,34.43,1977585,66440806.7,0.032384,1.40432
300572,2021-05-07,34.45,34.5,32.69,32.8,2438352,81944074.08,-0.047342,1.731519
300572,2021-05-10,32.93,32.95,31.85,31.92,2238027,72127952.84,-0.026829,1.589264
300572,2021-05-11,31.84,32.6,31.56,32.54,1367174,44092295.27,0.019424,0.970855
300572,2021-05-12,32.4,32.62,32.06,32.31,1325097,42723076.7,-0.007068,0.940976
300572,2021-05-13,32.12,32.32,29.85,30.66,4769235,148192115.01,-0.051068,3.386722
300572,2021-05-14,30.63,31.08,30,30.78,2782574,84982155.19,0.003914,1.975957
300572,2021-05-17,30.58,31.17,30.1,30.5,2795747,85599141.71,-0.009097,1.985311
300572,2021-05-18,30.47,30.77,30.02,30.25,1792425,54323887.94,-0.008197,1.272834
300572,2021-05-19,30.6,32.11,30.25,32.1,4010672,125804909.45,0.061157,2.848052
300572,2021-05-20,31.9,32.29,31.25,31.36,2508111,79450223.5,-0.023053,1.781056
300572,2021-05-21,31.84,34.48,31.84,33.31,7943714,266030094.14,0.062181,5.640978
300572,2021-05-24,33.34,34.9,33.34,34.35,7199033,246747211.42,0.031222,5.112166
300572,2021-05-25,34.4,34.68,33.41,33.98,3545683,120524656.62,-0.010771,2.517855
300572,2021-05-26,33.98,36.6,33.25,35.88,8377508,296765698.18,0.055915,5.949023
300572,2021-05-27,35.88,36.8,35.25,35.91,4973664,178765789.22,0.000836,3.531891
300572,2021-05-28,35.81,36.98,35.68,36.48,4312224,157295636.6,0.015873,3.06219
300572,2021-05-31,36.94,36.94,34.64,34.88,5455277,192278046.76,-0.04386,3.873893
300572,2021-06-01,34.9,35.83,34.71,35.18,3346027,118285911.41,0.008601,2.376075
300572,2021-06-02,35.31,35.51,34.3,34.42,3070949,106477188.42,-0.021603,2.180738
300572,2021-06-03,35,36.35,35,35.14,4186100,149452794.72,0.020918,2.972627
300572,2021-06-04,35.15,36.35,35.02,35.5,3976390,142332307.8,0.010245,2.823708
300572,2021-06-07,35.89,36.15,34.44,34.7,3801009,132670488.58,-0.022535,2.699167
300572,2021-06-08,34.6,34.7,33.71,33.95,2540441,86465372.56,-0.021614,1.804014
300572,2021-06-09,33.95,34.19,33.4,33.7,1778696,59961864.88,-0.007364,1.263085
300572,2021-06-10,33.7,33.7,32.7,32.8,2235596,73621197.94,-0.026706,1.587538
300572,2021-06-11,32.59,33.11,32.03,32.76,2948450,96258258.79,-0.00122,2.093749
300572,2021-06-15,32.64,32.96,31.89,32.19,2050265,66284443.79,-0.014994,1.455931
300572,2021-06-16,32.28,32.58,31.81,32.02,1954680,62991947.88,-0.005281,1.388054
300572,2021-06-17,32.24,32.69,31.52,31.75,1894602,60547371.66,-0.008432,1.345392
300572,2021-06-18,31.8,34.19,31.29,34.04,5055828,167484589.85,0.072126,3.590237
300572,2021-06-21,33.7,34,32.8,33,3360301,111409832.66,-0.030552,2.386212
300572,2021-06-22,32.94,33.5,32.6,32.84,1975105,65207711.25,-0.004848,1.402558
300572,2021-06-23,32.82,33.47,32.65,32.83,3100820,101993007.03,-0.000305,2.201949
300572,2021-06-24,32.73,32.73,31.69,32,3462469,111333976.05,-0.025282,2.458763
300572,2021-06-25,31.98,32.69,31.83,32.4,1927272,62336656,0.0125,1.368591
300572,2021-06-28,32.41,32.65,32.2,32.41,1767173,57292139.59,0.000309,1.254902
300572,2021-06-29,32.67,32.67,31.65,31.9,2323421,74320085.58,-0.015736,1.649904
300572,2021-06-30,32.36,32.66,31.76,32.44,1876642,60664734.73,0.016928,1.332638
300572,2021-07-01,33.16,33.35,31,31.35,4289902,136561450.85,-0.0336,3.046339
300572,2021-07-02,31.02,31.34,30.1,30.45,3605132,109854465.08,-0.028708,2.560071
300572,2021-07-05,30.49,31.31,30.34,31.16,2247062,69419268.32,0.023317,1.59568
300572,2021-07-06,31.49,31.49,29.92,30.5,2143205,65450413.35,-0.021181,1.521929
300572,2021-07-07,30.5,31.45,30.02,31,1599676,49255685.84,0.016393,1.135959
300572,2021-07-08,31.19,31.19,29.8,29.88,2669980,80338726.2,-0.036129,1.896002
300572,2021-07-09,29.91,30.05,28.72,28.78,2507840,73000524.6,-0.036814,1.780863
300572,2021-07-12,28.8,29.52,28.4,29.25,3038509,88149789.33,0.016331,2.157701
300572,2021-07-13,29.25,29.25,28.5,29.04,2435725,70326075.3,-0.007179,1.729653
300572,2021-07-14,29.09,29.09,27.8,28.4,3523663,99628552.69,-0.022039,2.502218
300572,2021-07-15,28.3,28.3,27.17,27.6,2972672,81973617.6,-0.028169,2.110949
300572,2021-07-16,27.6,27.71,27.09,27.18,2002347,54571688.98,-0.015217,1.421904
300572,2021-07-19,27.2,27.24,26.4,26.59,2561335,68366971.69,-0.021707,1.818851
300572,2021-07-20,26.52,26.89,26.01,26.19,2031491,53328612.32,-0.015043,1.442599
300572,2021-07-21,26.3,27,26.1,26.39,2459388,65138393.03,0.007637,1.746457
300572,2021-07-22,26.31,26.46,25.66,25.9,2976148,77381464.63,-0.018568,2.113418
300572,2021-07-23,25.92,25.96,24.75,25.22,4670483,117684781.8,-0.026255,3.316596
300572,2021-07-26,25.05,25.8,24,24.09,2863319,70646286.44,-0.044806,2.033296
300572,2021-07-27,24.28,25.6,24.16,24.49,4692606,117357670.32,0.016604,3.332306
300572,2021-07-28,24.63,24.63,23.1,23.51,3194602,75222977.5,-0.040016,2.268546
300572,2021-07-29,23.53,24.09,22.98,23.25,4153047,97890964.26,-0.011059,2.949155
300572,2021-07-30,23.14,24.57,23.03,24.3,3671744,88374219.53,0.045161,2.607373
300572,2021-08-02,24.36,25.25,24.05,24.7,3253586,80142990.6,0.016461,2.310431
300572,2021-08-03,24.7,25.77,24.65,25,3652528,92173645.93,0.012146,2.593727
300572,2021-08-04,24.92,25.12,24.53,24.8,1847702,45813087.52,-0.008,1.312087
300572,2021-08-05,24.83,24.83,24.09,24.23,1734875,42419379.63,-0.022984,1.231967
300572,2021-08-06,24.07,24.41,23.66,23.93,1796734,42882534.14,-0.012381,1.275894
300572,2021-08-09,23.93,24.87,23.69,24.75,2946830,72044843.84,0.034267,2.092598
300572,2021-08-10,24.77,25.08,24.47,24.65,3119743,77169835.54,-0.00404,2.215387
300572,2021-08-11,24.98,25.11,24.6,25,2206559,55069078.68,0.014199,1.566918
300572,2021-08-12,25.02,25.44,24.32,24.36,2565298,63359106.64,-0.0256,1.821665
300572,2021-08-13,24.11,24.37,23.8,23.96,1973458,47356608.22,-0.01642,1.401389
300572,2021-08-16,23.95,24.57,23.75,24.41,1978988,47928331.84,0.018781,1.405316
300572,2021-08-17,24.43,24.45,23.24,23.3,2962488,70305135.03,-0.045473,2.103717
300572,2021-08-18,23.31,23.46,23.04,23.27,1469671,34100023.64,-0.001288,1.04364
300572,2021-08-19,23.27,23.45,22.99,23.02,1290531,29944331,-0.010743,0.91643
300572,2021-08-20,23.06,23.18,21.95,22.47,2642428,59129633.92,-0.023892,1.876437
300572,2021-08-23,22.44,23.88,22.44,23.76,4237471,99491091.72,0.05741,3.009106
300572,2021-08-24,23.76,24.08,23.42,23.62,2097240,49620738.2,-0.005892,1.489289
300572,2021-08-25,23.77,24.9,23.15,23.26,3954800,94390236.35,-0.015241,2.808376
300572,2021-08-26,23.2,23.25,22.41,22.41,2196707,49758061.07,-0.036543,1.559922
