证券代码,交易日期,日开盘价,日最高价,日最低价,日收盘价,日个股交易股数,日个股交易金额,涨跌幅,换手率(流通股数)(%)
300643,2021-01-04,12.76,13.08,12.76,12.88,2486300,32083327,0.014173,1.24315
300643,2021-01-05,12.91,12.91,12.47,12.49,4057700,50991521,-0.03028,2.02885
300643,2021-01-06,12.6,12.6,11.55,11.68,5884600,70113431,-0.064852,2.9423
300643,2021-01-07,11.64,11.64,10.82,10.9,5850200,64949454,-0.066781,2.9251
300643,2021-01-08,10.9,11.22,10.18,10.93,4971076,53724117.09,0.002752,2.485538
300643,2021-01-11,10.86,11,10.29,10.37,5134825,54209299.5,-0.051235,2.567413
300643,2021-01-12,10.29,10.88,10.21,10.39,3073525,32336584.75,0.001929,1.536763
300643,2021-01-13,10.31,10.38,9.9,10.02,3946800,39761977,-0.035611,1.9734
300643,2021-01-14,10.16,10.2,9.84,10.11,2697400,27082906,0.008982,1.3487
300643,2021-01-15,10.05,10.54,10.03,10.49,3959300,41092298,0.037587,1.97965
300643,2021-01-18,10.58,11.08,10.45,10.97,4390010,47531738.81,0.045758,2.195005
300643,2021-01-19,10.96,11.24,10.87,10.99,3920336,43431180.7,0.001823,1.960168
300643,2021-01-20,10.93,12.1,10.93,11.6,6794293,79224410.36,0.055505,3.397147
300643,2021-01-21,11.33,11.68,11.2,11.33,4554400,51800285,-0.023276,2.2772
300643,2021-01-22,11.25,11.45,11.01,11.04,3310100,36897282,-0.025596,1.65505
300643,2021-01-25,10.9,11.04,10.58,10.59,3104300,33361707,-0.040761,1.55215
300643,2021-01-26,10.99,11.25,10.7,10.73,3523900,38401390,0.01322,1.76195
300643,2021-01-27,10.43,10.72,10.43,10.59,2200000,23294318,-0.013048,1.1
300643,2021-01-28,10.4,10.84,10.3,10.4,2208600,23300133,-0.017941,1.1043
300643,2021-01-29,10.47,10.55,10.18,10.37,2518893,25983742.83,-0.002885,1.259447
300643,2021-02-01,10.45,10.6,10.3,10.49,1883100,19628873,0.011572,0.94155
300643,2021-02-02,10.33,11.8,10.28,11.19,7452101,82435775.86,0.06673,3.726051
300643,2021-02-03,10.93,11.05,10.41,10.41,5325901,57014279.72,-0.069705,2.662951
300643,2021-02-04,10.35,10.52,9.96,10.06,3406701,34515688.17,-0.033622,1.703351
300643,2021-02-05,10.14,10.3,9.77,9.85,2543100,25441639,-0.020875,1.27155
300643,2021-02-08,9.81,9.84,9.4,9.43,2071600,19725406,-0.04264,1.0358
300643,2021-02-09,9.6,9.67,9.34,9.58,2175693,20725785.01,0.015907,1.087847
300643,2021-02-10,9.6,9.82,9.46,9.55,2131800,20488759,-0.003132,1.0659
300643,2021-02-18,9.6,10.19,9.6,10.04,3136100,31338417,0.051309,1.56805
300643,2021-02-19,9.99,10.45,9.96,10.44,2298000,23619673,0.039841,1.149
300643,2021-02-22,10.45,10.88,10.34,10.49,3333400,35543268,0.004789,1.6667
300643,2021-02-23,10.49,10.62,10.2,10.22,2489400,25728746,-0.025739,1.2447
300643,2021-02-24,10.21,10.65,10.21,10.54,3134200,32866801,0.031311,1.5671
300643,2021-02-25,10.58,10.75,10.33,10.35,2383100,24901762,-0.018027,1.19155
300643,2021-02-26,10.24,10.86,10.24,10.74,4223200,44993128,0.037681,2.1116
300643,2021-03-01,10.76,11.04,10.73,10.98,3710500,40406463,0.022346,1.85525
300643,2021-03-02,11.06,11.1,10.76,10.83,2584600,28074473,-0.013661,1.2923
300643,2021-03-03,10.78,10.89,10.66,10.85,1821800,19647624,0.001847,0.9109
300643,2021-03-04,10.75,10.98,10.69,10.76,2448800,26512196,-0.008295,1.2244
300643,2021-03-05,10.82,11.05,10.71,10.96,2361393,25791464.7,0.018587,1.180697
300643,2021-03-08,10.98,11.14,10.62,10.67,3127900,34170663,-0.02646,1.56395
300643,2021-03-09,10.73,10.73,9.99,10.21,2550100,26400032,-0.043112,1.27505
300643,2021-03-10,10.43,10.5,9.99,10.04,2447293,24708798.99,-0.01665,1.223647
300643,2021-03-11,10.06,10.33,9.91,10.29,1606500,16319616,0.0249,0.80325
300643,2021-03-12,10.32,10.33,10.08,10.1,1373800,13948839,-0.018465,0.6869
300643,2021-03-15,10.13,10.16,9.87,10.09,1707900,17102871,-0.00099,0.85395
300643,2021-03-16,9.93,10.3,9.93,10.24,1589300,16202835,0.014866,0.79465
300643,2021-03-17,10.23,10.4,10.14,10.33,1396600,14358792,0.008789,0.6983
300643,2021-03-18,10.33,10.37,10.08,10.11,1872600,19110401,-0.021297,0.9363
300643,2021-03-19,10.07,10.38,10,10.22,1920100,19669808,0.01088,0.96005
300643,2021-03-22,10.16,10.34,10.16,10.27,1405777,14409490.94,0.004892,0.702889
300643,2021-03-23,10.27,10.38,10.01,10.03,1958000,19859256,-0.023369,0.979
300643,2021-03-24,10.08,10.17,10,10.04,1370700,13792421,0.000997,0.68535
300643,2021-03-25,10.07,10.07,9.8,9.82,2434000,24032989.23,-0.021912,1.217
300643,2021-03-26,9.82,9.95,9.75,9.9,1260700,12422773,0.008147,0.63035
300643,2021-03-29,9.93,9.99,9.79,9.84,1493600,14721333,-0.006061,0.7468
300643,2021-03-30,9.85,9.86,9.61,9.68,1475093,14272615.38,-0.01626,0.737547
300643,2021-03-31,9.74,9.76,9.62,9.71,1002894,9719301.98,0.003099,0.501447
300643,2021-04-01,9.76,9.89,9.72,9.78,1127100,11026855,0.007209,0.56355
300643,2021-04-02,9.79,9.9,9.64,9.84,1520729,14863296.36,0.006135,0.760365
300643,2021-04-06,9.82,10.07,9.81,9.99,2296529,22852570.39,0.015244,1.148265
300643,2021-04-07,9.98,10.28,9.93,10.07,3059006,30861739.92,0.008008,1.529503
300643,2021-04-08,10.06,10.12,9.91,9.92,1986769,19872303.6,-0.014896,0.993385
300643,2021-04-09,9.94,9.95,9.76,9.78,1660529,16336436.33,-0.014113,0.830265
300643,2021-04-12,9.81,9.84,9.61,9.62,1406800,13664253.22,-0.01636,0.7034
